"deathtype","gene","description","gene_id","gene_biotype","pmid","comment"
"Pyroptosis","CHMP4C","charged multivesicular body protein 4C","ENSG00000164695.5","protein_coding",36244998,"CHMP4C is a highly expressed potential biomarker that can promote the proliferation, migration, and invasion of osteosarcoma cell line U2OS."
"Pyroptosis","CHMP6","charged multivesicular body protein 6","ENSG00000176108.9","protein_coding",35562678,"CHMP6 is a pyroptosis-related gene that plays a role in regulating cell membrane damage and repair during pyroptosis. "
"Pyroptosis","CHMP7","charged multivesicular body protein 7","ENSG00000147457.14","protein_coding",36818162,"CHMP7 gene exhibited copy number variations and played a role in pyroptosis in skin cutaneous melanoma patients."
"Pyroptosis","CYCS","cytochrome c, somatic","ENSG00000172115.9","protein_coding",37077542,"Pyroptosis is a newly discovered type of programmed cell death, and CYCS can be involved in the apoptotic process of pyroptosis."
"Pyroptosis","ELANE","elastase, neutrophil expressed","ENSG00000197561.7","protein_coding",29539421,"ELANE is an important protease, which is shown in this paper to promote cell death by cleaving Gasdermin D  in neutrophils. This type of cell death is achieved through a mechanism called pyroptosis which is a defense mechanism of the body against infection, effectively clearing bacteria injected into cells. "
"Pyroptosis","GPX4","glutathione peroxidase 4","ENSG00000167468.20","protein_coding",34246777,"Wedelolactone  can up-regulate the expression of GPX4 by promoting its transcriptional activity thereby inhibiting cell lipid peroxidation, reducing cell death. The downregulation of GPX4 activity leads to lipid peroxidation and cell death, which in turn promotes the formation of Pyroptosis. The up-regulation of GPX4 by Wed plays a role in counteracting Pyroptosis. In addition, it was found that Wed can protect the pancreas and lungs from AP damage by up-regulating the expression of GPX4."
"Pyroptosis","GSDMB","gasdermin B","ENSG00000073605.19","protein_coding",35021065,"The study found that GSDMB expression is upregulated in IBD patients, particularly in inflamed colonocytes/crypt top colonocytes. However, cell analysis did not find GSDMB-dependent inflammatory cell death suggesting a potential function in cell proliferation, migration, and cell adhesion. "
"Pyroptosis","GSDMC","gasdermin C","ENSG00000147697.9","protein_coding",32929201,"GSDMC mediates tumour necrosis following caspase-8 activation in tumour cells and provides valuable insights into the pyroptosis pathway in cancer cells in which the specific expression and distinct caspase-induced cleavage of a gasdermin family member could trigger pyroptosis."
"Pyroptosis","GSDMD","gasdermin D","ENSG00000104518.11","protein_coding",27932073,"GSDMD is identified as a key substrate in pyroptosis that is cleaved by inflammatory caspases. The membrane pore-forming activity of GSDMD's gasdermin-N domain is responsible for the execution of pyroptosis, ultimately leading to cell death."
"Pyroptosis","GSDME","gasdermin E","ENSG00000105928.16","protein_coding",33133646,"GSDME is an important Gasdermin protein that can induce cell death and promote the release of inflammatory factors. It mainly mediates Pyroptosis, a very important programmed cell death pathway that can inhibit cell proliferation and shrink tumors via GSDME. "
"Pyroptosis","GZMB","granzyme B","ENSG00000100453.14","protein_coding",32188940,"When NK cells or CD8+ T cells release GZMB, it cleaves GSDME and triggers Pyroptosis. Pyroptosis is associated with necrosis but, unlike typical necrosis, it releases intracellular actives that are tumor antigens and can stimulate the body's immune system to clear more tumor cells."
"Pyroptosis","HMGB1","high mobility group box 1","ENSG00000189403.15","protein_coding",32419317,"TNF-¦Á/HMGB1 inflammation signaling pathway regulates Pyroptosis during acute liver failure (ALF) and acute kidney injury (AKI). The study also found that the HMGB1 inhibitor glycyrrhizin inhibited Pyroptosis, mitigating AKI and ALF. "
"Pyroptosis","IL18","interleukin 18","ENSG00000150782.12","protein_coding",28462526,"IL-18 is shown to induce pyroptosis through inflammasome activation. IL-18 is a cytokine that promotes IFN-¦Ã production in TH1 cells, NK cells and cytotoxic T cells, enhances the development of TH2 cells, and promotes local inflammation."
"Pyroptosis","IL1A","interleukin 1 alpha","ENSG00000115008.6","protein_coding",32611752,"IL1A was shown that Pyroptosis, caused by JEV infection, plays the dominant role in cell death mode. Subsequently, a large amount of IL-1¦Á was found to be released as an alarm factor and assisted in the neuroinvasion of JEV. "
"Pyroptosis","IL1B","interleukin 1 beta","ENSG00000125538.12","protein_coding",32371889,"The release of IL-1¦Â is usually accompanied by the GSDMD channel and pyroptotic cell lysis, which is a mechanism extensively studied in macrophages. However, the study also shows that during NLRP3 inflammasome activation, neutrophils release IL-1¦Â without forming GSDMD channels or undergoing pyroptotic cell death. Using ATG7-deficient mice, the study found that this non-classical secretion of IL-1¦Â is mediated by autophagy."
"Pyroptosis","IRF1","interferon regulatory factor 1","ENSG00000125347.15","protein_coding",36384204,"IRF1 is shown to be involved in pyroptosis by promoting NLRP3 inflammasome-mediated endothelial cell pyroptosis and the development of atherosclerosis. IRF1 enhances the activation of the NLRP3 inflammasome via its transcriptional activity, which leads to the activation of antigen transport protein 1 and the acceleration of Gasdermin D cleavage mediated by the Cascade factor. Additionally, IRF1 promotes Caspase-1-mediated GSDMD activation and cytokine IL-1¦Â release via its transcriptional activity. These two factors constitute the key elements for IRF1's promotion of both noninflammatory apoptosis. and inflammatory pyroptosis. Enhanced expression of IRF1 may lead to endothelial cell death, thereby further inducing atherosclerosis. "
"Pyroptosis","IRF2","interferon regulatory factor 2","ENSG00000168310.12","protein_coding",31113851,"IRF2 transcriptionally activates the expression of Gasdermin-D (GSDMD) gene, which mediates inflammatory pathologies such as septic shock. Upon activation, GSDMD forms plasma membrane pores, leading to IL-1¦Â secretion and pyroptotic cell death. IRF2 deficiency resulted in attenuated GSDMD expression, reduced IL-1¦Â secretion, and inhibited pyroptosis in macrophages, endothelial cells, and multiple tissues."
"Pyroptosis","NLRC4","NLR family CARD domain containing 4","ENSG00000091106.19","protein_coding",32295623,"In acute glaucoma, unlike NLRP3, the role of NLRP12 has been controversial. We found that NLRP12 collaborates with NLRP3 and NLRC4 to initiate pyroptosis via CASP1-dependent GSDMD cleavage and promote the maturation of IL-1¦Â."
"Pyroptosis","NLRP1","NLR family pyrin domain containing 1","ENSG00000091592.17","protein_coding",34719258,"NLRP1 protein is an NLR family member and controls the activation of proinflammatory IL-1¦Â and IL-18. The protein is primarily expressed in neurons and is a critical driver of activation of the cleaved caspase-1 that promotes the maturation and secretion of proinflammatory IL-1¦Â and IL-18, as well as the formation of cell pyroptosis. "
"Pyroptosis","NLRP2","NLR family pyrin domain containing 2","ENSG00000022556.16","protein_coding",36199146,"NLRP2 is one of the genes associated with Pyroptosis and its high expression is related to poor prognosis. In addition, the expression level of NLRP2 is significantly positively correlated with the grading of PAAD tissue."
"Pyroptosis","NLRP3","NLR family pyrin domain containing 3","ENSG00000162711.18","protein_coding",32295623,"NLRP3 is involved in pyroptosis by activating the CASP1 enzyme to facilitate GSDMD cleavage and induce inflammatory cell death. Additionally, NLRP3 collaborates with NLRP12 and NLRC4 to promote IL-1¦Â maturation and accelerate neuroinflammation and pyroptosis through CASP1/HIF-1¦Á pathway."
"Pyroptosis","NLRP6","NLR family pyrin domain containing 6","ENSG00000174885.13","protein_coding",31927506,"NLRP6 is related to pyroptosis by aggravating neuronal injury after oxygen-glucose deprivation/reperfusion (OGD/R) through activating inflammasomes and inducing cell apoptosis, which can lead to exacerbation of neuronal damage in cerebral ischemia/reperfusion injury."
"Pyroptosis","NLRP7","NLR family pyrin domain containing 7","ENSG00000167634.12","protein_coding",34021586,"The activation of inflammasomes is responsible for the release of pro-inflammatory cytokines and the induction of a specialized form of inflammatory cell death. Inappropriate inflammasome responses due to NLRP7 mutations and defective regulation have been linked to a broad spectrum of human diseases, particularly reproductive diseases such as molar pregnancy."
"Pyroptosis","NOD1","nucleotide binding oligomerization domain containing 1","ENSG00000106100.11","protein_coding",34226539,"NOD1 is a Nod-like receptor protein that recognizes cell wall breakdown products caused by pathogenic bacteria and triggers an inflammatory response.NOD1 was found to be a prognostic factor related to lung adenocarcinoma and together with other pyroptosis-related genes such as CASP6, NLRP1, NLRP2, and NLRP7, constructed a pyroptosis-related genes prognostic model. The expression of NOD1 was positively correlated with the abundance of various immune cells."
"Pyroptosis","PLCG1","phospholipase C gamma 1","ENSG00000124181.15","protein_coding",29937272,"PLCG1 is an important step in phospholipid peroxidation-induced Gasdermin D (GSDMD)-mediated pyroptosis. PLCG1 is a crucial signaling molecule in inflammatory response, and its activation triggers the hydrolysis of membrane phospholipids and the generation of inositol 1,4,5-triphosphate. In GSDMD-mediated pyroptosis, the production of phospholipid peroxidation can activate PLCG1, leading to the N-terminal cleavage and activation of GSDMD. This process may be related to PLCG1's phosphoinositide pathway and calcium elevation."
"Pyroptosis","PJVK","pejvakin","ENSG00000204311.15","protein_coding",29990470,"PJVK is localized to the peroxisomal membrane and is required for oxidative stress-induced perox-isome proliferation in HepG2 cells . Cells in cochlea lacking PJVK have peroxisomal dysfunction and impaired antioxidant defenses, which contribute to susceptibilities to noise-induced oxidative stress in mice . Two proteins have been found to bind the C-terminal region of PJVK: the actin cytoskeleton regulator, Rho-associated coiled-coil containing pro-tein kinase 2 (ROCK2), and the scaffold protein, IQGAP1. ROCK2 is required to stabilize the actin cytoskeleton by modulating a wide range of substrates, such as myosin light chain (MLC) and LIM kinases . PJVK binds to the coiled-coil domain of ROCK2 and further recruits substrates of ROCK2 . IQGAP1 is known to recruit signaling components to moldulate the actin cyto-skeleton . "
"Pyroptosis","PYCARD","PYD and CARD domain containing","ENSG00000103490.14","protein_coding",36291776,"PYCARD plays an important role in pyroptosis as an adaptor protein of inflammasomes, serving as a crucial regulatory molecule in the transition of precursor cytokines IL-1¦Â and IL-18 into their mature forms. Upon activation signals, caspases inside cells can further activate the inflammasomes, leading to inflammatory cell death."
"Pyroptosis","SCAF11","SR-related CTD associated factor 11","ENSG00000139218.18","protein_coding",34820376,"SCAF11 was significantly upregulated in HCC patients, and its high expression was associated with low survival rate in HCC patients. The RNA sequencing results of the researchers showed that the high expression of SCAF11 was consistent with the increased expression of genes that enhance the inflammatory response. "
"Pyroptosis","TNF","tumor necrosis factor","ENSG00000232810.5","protein_coding",28436935,"TNF superfamily receptor OX40 expressed on liver iNKT cells is found to trigger profound pyroptotic death, which is characterized by the release of potent proinflammatory cytokines that induce liver injury.This OX40/NKT pyroptosis pathway also plays a key role in concanavalin A_induced murine hepatitis."
"Pyroptosis","TP53","tumor protein p53","ENSG00000141510.18","protein_coding",31737176,"P53 mRNA level is positively correlated with pyroptosis in NSCLC patients. In A549 cells, overexpression of p53 increases pyroptosis level, while specific knockdown of p53 blocks lipopolysaccharide-induced pyroptosis. Overexpression of p53 in A549 cells significantly reduces tumor growth and death rate, and increases pyroptosis level."
"Pyroptosis","TP63","tumor protein p63","ENSG00000073282.14","protein_coding",36389801,"TP63 was found to be related to Pyroptosis. Through building a competing endogenous RNA (ceRNA) network of LAMTOR5-AS1/hsa-miR-23a-3p/TP63 regulatory axis, experimental verification shows that TP63 gene plays an important role in the regulation of osteosarcoma pyroptosis."
"Pyroptosis","AIM2","absent in melanoma 2","ENSG00000163568.16","protein_coding",33731931,"JAK2V617F mutation caused ROS-mediated oxidative DNA damage and replication stress, which activated AIM2 inflammasome and promoted the inflammatory expansion of pathological macrophages, leading to pyroptotic cell death."
"Pyroptosis","GSDMA","gasdermin A","ENSG00000167914.12","protein_coding",35110732,"GAS cysteine protease SpeB triggers keratinocyte pyroptosis by cleaving GSDMA protein after Gln246, unleashing an active N-terminal fragment that triggers pyroptosis and recruits immune cells to infection sites to promote protective immunity. The cleavage of GSDMA triggers pore formation, which is a key mechanism for inflammatory cell death. Furthermore, the study revealed that SpeB cleaving GSDMA contributes to GAS localization in the epidermis and systemic dissemination, providing a simple one-molecule mechanism for host recognition and control of virulence of a dangerous microbial pathogen."
"Pyroptosis","IL6","interleukin 6","ENSG00000136244.12","protein_coding",31601476,"IL-6 promotes NLRP3 over-activation and pyroptosis induced by PTX3 and C1q. These findings imply an important role of the innate immune system in promoting overwhelming inflammatory cytokine release in RA patients and suggest a new potential treatment strategy targeting pyroptosis-mediated persistent inflammatory cytokine release."
"Pyroptosis","NOD2","nucleotide binding oligomerization domain containing 2","ENSG00000167207.15","protein_coding",32432055,"NOD2 is related to pyroptosis. The experiment used NOD2 inhibitors and VSIG4-siRNA as intervention methods, and found that NOD2 can negatively regulate VSIG4 and positively regulate NLRP3, while VSIG4 has a slight effect on NOD2 and down-regulates NLRP3. From these results, it can be concluded that NOD2 is a bridge molecule between VSIG4 and NLRP3."
"Pyroptosis","TIRAP","TIR domain containing adaptor protein","ENSG00000150455.15","protein_coding",35089323,"Pyroptosis may only be a side effect of BMF rather than its cause. Although the expression of TIRAP leads to increased Caspase-1 levels, indicating the activation of Pyroptosis, inhibiting Caspase-1 is not enough to reverse TIRAP-induced blood cell decrease. This suggests that in this model, Pyroptosis may only be an incidental phenomenon of BMF rather than its cause."
"Pyroptosis","DPP8","dipeptidyl peptidase 8","ENSG00000074603.19","protein_coding",34656686,"DPP8 inhibitors can induce pyroptosis in acute myeloid leukemia (AML) cells.The pyroptosis induced by DPP8/DPP9 inhibitors is mediated by the inhibition of the regulatory activity of tyrosine hydroxylase expression through GTPCH1."
"Pyroptosis","DPP9","dipeptidyl peptidase 9","ENSG00000142002.19","protein_coding",34656686,"The inhibitors of DPP9 can induce pyroptosis in acute myeloid leukemia cells.The pyroptosis induced by DPP8/DPP9 inhibitors is mediated by the inhibition of the regulatory activity of tyrosine hydroxylase expression through GTPCH1."
"Pyroptosis","CASP3","caspase 3","ENSG00000164305.20","protein_coding",34656686,"CASP3 participates in pyroptosis by cleaving the NT domain of the GSDME protein to promote inflammasome-related lytic cell death."
"Pyroptosis","BAK1","BCL2 antagonist/killer 1","ENSG00000030110.14","protein_coding",34656686,"Chemotherapy drugs PTX+DDP can induce both apoptosis and Pyroptosis in breast cancer cells by acting on the BAK/BAX-caspase-3-GSDME pathway."
