"deathtype","gene","description","gene_id","gene_biotype","pmid","comment"
"Lysosome_dependent_cell_death","EGFR","epidermal growth factor receptor","ENSG00000146648.21","protein_coding",32943616,"DRAM1 can enhance the lysosomal degradation of EGFR, leading to Lysosome dependent cell death"
"Lysosome_dependent_cell_death","MAP1LC3A","microtubule associated protein 1 light chain 3 alpha","ENSG00000101460.13","protein_coding",33906557,"MAP1LC3A participates in Lysosome dependent cell death by regulating cell death through the formation of autophagosomes in the cytoplasm. When cells are under stress or damaged, MAP1LC3A can bind to another autophagy-related protein p62 and perform membrane engulfment of damaged or aging organelles, which subsequently leads to the formation of vesicles and the content of the vesicle is ultimately digested by highly-stressed cell apoptosis or another Lysosome dependent cell death method."
"Lysosome_dependent_cell_death","TFE3","transcription factor binding to IGHM enhancer 3","ENSG00000068323.17","protein_coding",33734022,"Studies have shown that the clearance of TFE3 weakens lysosome fusion and function in cells, thereby increasing cell survival and proliferation."
"Lysosome_dependent_cell_death","ALG9","ALG9 alpha-1,2-mannosyltransferase","ENSG00000086848.15","protein_coding",37239976,"Lysosomal dependent cell death has been observed in some patients with ALG9-CDG.In carbohydrate metabolic genetic disorders (ALG9-CDG), mutations in the ALG9 gene lead to enzyme activity impairment, disruption of enzyme synthesis and secretion in the cell, which affects the normal metabolism and function of lysosomes."
"Lysosome_dependent_cell_death","CTSA","cathepsin A","ENSG00000064601.21","protein_coding",37239976,"CTSA is an acidic protease mainly located in the lysosomes, which degrades membrane-bound substances. When cells undergo apoptosis, CTSA can promote lysosome-dependent cell death to clear harmful substances accumulated within dead cells."
"Lysosome_dependent_cell_death","LAMP2","lysosomal associated membrane protein 2","ENSG00000005893.17","protein_coding",37239976,"Defects in LAMP2 can lead to Danon disease, which in turn leads to abnormalities in lysosomal function in cardiac cells, causing heart problems. Additionally, studies suggest that LAMP2 has a promoting effect on increasing autophagic flux, thereby alleviating lysosome-dependent cell death."
"Lysosome_dependent_cell_death","EP300","E1A binding protein p300","ENSG00000100393.15","protein_coding",29051480,"EP300 is related to Lysosome dependent cell death because PKM2 is post-translationally acetylated, and PCAF acetyltransferase and EP300 mediate it for lysosomal degradation. Excess NOX4-derived ROS inhibits PCAF acetylation of PKM2 and lysosomal degradation, causing tumor cells to escape drug-induced cell death."
"Lysosome_dependent_cell_death","PKM","pyruvate kinase M1/2","ENSG00000067225","protein_coding",29051480,"Acetylated PKM2 is degraded in Lysosome to reduce the level of PKM2 and promote cell death."
"Lysosome_dependent_cell_death","SQSTM1","sequestosome 1","ENSG00000161011.20","protein_coding",33906557,"One study suggests that the degradation of SQSTM1 protein in cells comes from regulation by the RIPK1 protein, which may mediate the pathway of cell death. In addition, in the gastrointestinal tract, SQSTM1 can induce cell death by mediating autophagy and cooperating with mitochondrial enzymes and is considered a form of Lysosome dependent cell death in the gastrointestinal tract."
"Lysosome_dependent_cell_death","ATP13A2","ATPase cation transporting 13A2","ENSG00000159363.19","protein_coding",34729301,"ATP13A2 is involved in lysosome-dependent cell death through the activation of autophagy."
"Lysosome_dependent_cell_death","PIK3C3","phosphatidylinositol 3-kinase catalytic subunit type 3","ENSG00000078142.14","protein_coding",33906557,"PIK3C3, which is a necessary enzyme in autophagy, is mentioned, and autophagy is a cellular self-digestion process involving Lysosome dependent cell death. The PI3K-AKT-MTORC1 signaling pathway is a mechanism that maintains the activation of MTORC1 and inhibits autophagy."
"Lysosome_dependent_cell_death","PIK3C3","phosphatidylinositol 3-kinase catalytic subunit type 3","ENSG00000078142","protein_coding",33906557,"Studies have shown that VPS34 plays an important role in lysosome-dependent cell death, and its deficiency leads to increased resistance to cell death.VPS34 belongs to the PI3K family and is one of the earliest autophagy-related genes discovered. It usually exists in the autophagy activation complex composed of Beclin 1-VPS34-VPS15."
"Lysosome_dependent_cell_death","VPS35","VPS35 retromer complex component","ENSG00000069329.18","protein_coding",28383562,"VPS35 participates in lysosome-dependent cell death by facilitating the clearance of AIMP2 via lysosomal degradation pathways. The study found that VPS35 can form a complex with AIMP2 and promote their degradation through the lysosomal pathway. Overexpression of VPS35 can lower the accumulation of AIMP2 and cell death, while VPS35 inhibition can increase the accumulation of AIMP2 and lead to its toxicity.?,
BECN1,Lysosome_dependent_cell_death,33783314,BECN1 binds to BAX."
"Lysosome_dependent_cell_death","WDR45","WD repeat domain 45","ENSG00000196998.19","protein_coding",31204559,"WDR45 regulates levels of ER proteins that target Lysosome dependent cell death through either the autophagy-lysosome pathway or the proteasome degradation pathway."
