"deathtype","gene","description","gene_id","gene_biotype","pmid","comment"
"Ferroptosis","MAP1LC3A","microtubule associated protein 1 light chain 3 alpha","ENSG00000101460.13","protein_coding",27514700,"Potential positive regulators of ferroptosis."
"Ferroptosis","GABARAPL2","GABA type A receptor associated protein like 2","ENSG00000034713.8","protein_coding",27514700,"Potential positive regulators of ferroptosis."
"Ferroptosis","GABARAPL1","GABA type A receptor associated protein like 1","ENSG00000139112.11","protein_coding",27514700,"Potential positive regulators of ferroptosis."
"Ferroptosis","ATG16L1","autophagy related 16 like 1","ENSG00000085978.22","protein_coding",27514700,"Potential positive regulators of ferroptosis."
"Ferroptosis","WIPI1","WD repeat domain, phosphoinositide interacting 1","ENSG00000070540.13","protein_coding",27514700,"Potential positive regulators of ferroptosis."
"Ferroptosis","WIPI2","WD repeat domain, phosphoinositide interacting 2","ENSG00000157954.15","protein_coding",27514700,"Potential positive regulators of ferroptosis."
"Ferroptosis","SNX4","sorting nexin 4","ENSG00000114520.11","protein_coding",27514700,"Potential positive regulators of ferroptosis."
"Ferroptosis","ATG13","autophagy related 13","ENSG00000175224.17","protein_coding",27514700,"Knockout of ATG13 greatly reduced the sensitivity of MEFs to ferropotosis, and reconstituting ATG13 back to these cells restored the ferroptosis sensitivity."
"Ferroptosis","ULK2","unc-51 like autophagy activating kinase 2","ENSG00000083290.20","protein_coding",27514700,"Knockout of ULK2 led to significantly lower levels of erastin-induced ferroptosis in a dose- and time-dependent manner."
"Ferroptosis","NCOA4","nuclear receptor coactivator 4","ENSG00000266412.6","protein_coding",27514700,"Elimination of NCOA4 expression by RNAi knockdown significantly block ferroptosis"
"Ferroptosis","ACSL4","acyl-CoA synthetase long chain family member 4","ENSG00000068366.21","protein_coding",27565726,"Knockdown inhibited erastin-induced ferroptosis, whereas overexpression restored ferroptosis sensitization."
"Ferroptosis","TP53","tumor protein p53","ENSG00000141510.18","protein_coding",27705786,"p53 acetylation has a critical role in ferroptotic responses. Simultaneous loss of K98/117/161/162 acetylations is unable to induce ferroptosis, and its ability to thwart cancer growth is also abrogated."
"Ferroptosis","SAT1","spermidine/spermine N1-acetyltransferase 1","ENSG00000130066.17","protein_coding",27698118,"p53-mediated activation of SAT1 contributes to ferroptotic cell death in the presence of ROS stress. Knockdown of Sat1 partially rescued ROS-induced ferroptosis."
"Ferroptosis","ALOX15","arachidonate 15-lipoxygenase","ENSG00000161905.13","protein_coding",27698118,"SAT1- and ROS-induced ferroptosis was completely abrogated by PD146176, an ALOX15-specific inhibitor."
"Ferroptosis","ACSL4","acyl-CoA synthetase long chain family member 4","ENSG00000068366.21","protein_coding",27842066,"Inhibition of ACSL4 was effective in protecting against RSL3-induced cell death. Acsl4 KO cells are resistant to ferroptosis."
"Ferroptosis","LPCAT3","lysophosphatidylcholine acyltransferase 3","ENSG00000111684.11","protein_coding",27842066,"Knockdown of Lpcat3 increased resistance to ferroptosis triggered by RSL3."
"Ferroptosis","ALOX15","arachidonate 15-lipoxygenase","ENSG00000161905.13","protein_coding",27842066,"Liproxstatin-1 inhibited the 15-LOX enzymatic activity and suppressed ferroptosis."
"Ferroptosis","ACSL4","acyl-CoA synthetase long chain family member 4","ENSG00000068366.21","protein_coding",27842070,"An essential proferroptotic gene. Re-expression of Flag-tagged human wild-type (WT) ACSL4 (ACSL4-Flag) in Acsl4 KO Pfa1 cells restored full sensitivity to ferroptosis induction. Inhibition showed significantly prolonged survival compared to vehicle-treated mice."
"Ferroptosis","KEAP1","kelch like ECH associated protein 1","ENSG00000079999.14","protein_coding",28012440,"Keap 1 silencing decreased ferroptosis."
"Ferroptosis","EGFR","epidermal growth factor receptor","ENSG00000146648.21","protein_coding",28297659,"Cell death in activated EGFR mutant cells occurs by ferroptosis. Inhibiting EGFR and MAPK signaling rescued cell viability following cystine withdrawal."
"Ferroptosis","NOX4","NADPH oxidase 4","ENSG00000086991.13","protein_coding",28297659,"Inhibition of NADPH oxidase 4 (NOX4) blocked ferroptosis."
"Ferroptosis","MAPK3","mitogen-activated protein kinase 3","ENSG00000102882.12","protein_coding",28297659,"Inhibiting EGFR and MAPK signaling rescued cell viability following cystine withdrawal."
"Ferroptosis","MAPK1","mitogen-activated protein kinase 1","ENSG00000100030.15","protein_coding",28297659,"Inhibiting EGFR and MAPK signaling rescued cell viability following cystine withdrawal."
"Ferroptosis","BID","BH3 interacting domain death agonist","ENSG00000015475.19","protein_coding",28384611,"BID deletion prevents erastin- and glutamate-induced cell death. BID inhibition inhibited erastin-induced ferroptosis."
"Ferroptosis","ACSL4","acyl-CoA synthetase long chain family member 4","ENSG00000068366.21","protein_coding",28551825,"Knockout of Acsl4 in ferroptosis-sensitive cells conferred protection from erastin- and RSL3-induced cell death."
"Ferroptosis","ZEB1","zinc finger E-box binding homeobox 1","ENSG00000148516.23","protein_coding",28678785,"Knockout of ZEB1 prevents cell death induced by GPX4 inhibition."
"Ferroptosis","KEAP1","kelch like ECH associated protein 1","ENSG00000079999.14","protein_coding",28805788,"Keap1 inhibition promotes resistance to ferroptosis."
"Ferroptosis","DPP4","dipeptidyl peptidase 4","ENSG00000197635.11","protein_coding",28813679,"Required for ferroptosis in TP53-deficient CRC cells."
"Ferroptosis","ALOX15","arachidonate 15-lipoxygenase","ENSG00000161905.13","protein_coding",28837253,"Suppression of ferroptosis following ALOX15 silencing was detected in cancer cells. Cells with exogenous expression of ALOX15 had an increased cell death rate following RSL3 treatment."
"Ferroptosis","ALOX12","arachidonate 12-lipoxygenase, 12S type","ENSG00000108839.12","protein_coding",28837253,"12__OX inhibitors prevented cell death, whereas ALOX12 overexpression significantly enhanced cell death. ALOX12 expression was gradually elevated during the erastin or RSL3 treatments, and was stable in the late stage of ferroptosis."
"Ferroptosis","CDKN2A","cyclin dependent kinase inhibitor 2A","ENSG00000147889.18","protein_coding",28985506,"Combination of ARF induction and ROS treatment induced ferroptotic cell death. Knockdown of endogenous ARF protected cells from ROS-induced cell death."
"Ferroptosis","PEBP1","phosphatidylethanolamine binding protein 1","ENSG00000089220.5","protein_coding",29053969,"Elevated levels of PEBP1 resulted in increased sensitivity of HK2 cells to RSL3 whereas lowered contents of PEBP1 in HAEC and HT22 cells were associated with decreased sensitivity to ferroptosis."
"Ferroptosis","SOCS1","suppressor of cytokine signaling 1","ENSG00000185338.7","protein_coding",29081404,"Expression of SOCS1 sensitized cells to ferroptosis inducer. This effect of SOCS1 was efficiently blocked by ferroptosis inhibitor. Expression of SOCS1 reduced the levels of GSH, explaining in part its ability to sensitize cells to ferroptosis."
"Ferroptosis","CDO1","cysteine dioxygenase type 1","ENSG00000129596.5","protein_coding",29144989,"CDO1 suppression contributes to ferroptosis resistance."
"Ferroptosis","MYB","MYB proto-oncogene, transcription factor","ENSG00000118513.20","protein_coding",29144989,"Erastin-induced ferroptosis was restrained when c-Myb was suppressed."
"Ferroptosis","HMOX1","heme oxygenase 1","ENSG00000100292.18","protein_coding",29274359,"Inhibiting HO-1 effectively attenuated BAY-induced ferroptotic cell death. Defective HO-1 expression significantly rescued cell survival suppressed by BAY."
"Ferroptosis","MAPK8","mitogen-activated protein kinase 8","ENSG00000107643.17","protein_coding",29330409,"JNK1/2 inhibitors inhibited t-BHP-induced ferroptosis. t-BHP treatment significantly increased the protein expression of p-JNK."
"Ferroptosis","MAPK9","mitogen-activated protein kinase 9","ENSG00000050748.18","protein_coding",29330409,"JNK1/2 inhibitors inhibited t-BHP-induced ferroptosis. t-BHP treatment significantly increased the protein expression of p-JNK."
"Ferroptosis","MAPK1","mitogen-activated protein kinase 1","ENSG00000100030.15","protein_coding",29330409,"ERK1/2 inhibitors inhibited t-BHP-induced ferroptosis. t-BHP treatment significantly increased the protein expression of p-ERK."
"Ferroptosis","MAPK3","mitogen-activated protein kinase 3","ENSG00000102882.12","protein_coding",29330409,"ERK1/2 inhibitors inhibited t-BHP-induced ferroptosis. t-BHP treatment significantly increased the protein expression of p-ERK."
"Ferroptosis","SLC1A5","solute carrier family 1 member 5","ENSG00000105281.12","protein_coding",29348676,"Overexpression of SLC1A5 restored miR-137-mediated ferroptosis suppression."
"Ferroptosis","CHAC1","ChaC glutathione specific gamma-glutamylcyclotransferase 1","ENSG00000128965.13","protein_coding",29383104,"CHAC1 degradation of GSH might enhance cystine-starvation-induced cell death."
"Ferroptosis","MAPK14","mitogen-activated protein kinase 14","ENSG00000112062.12","protein_coding",29436589,"Ferroptosis was blocked by inhibiting p38 MAPK activation."
"Ferroptosis","LINC00472","long intergenic non-protein coding RNA 472","ENSG00000233237.8","lncRNA",29588351,"Increases erastin-induced growth inhibition, whereas depletion of P53RRA decreased erastin-induced growth inhibition."
"Ferroptosis","NOX4","NADPH oxidase 4","ENSG00000086991.13","protein_coding",29702192,"Activated  Nox4  contributes to  PAB-induced  ferroptotic cell death. knockdown made cells resistant to PAB-induced death."
"Ferroptosis","GOT1","glutamic-oxaloacetic transaminase 1","ENSG00000120053.12","protein_coding",30035324,"Overexpression of miR_? suppressed GOT1, which subsequently reduced ferroptosis. Overexpression of GOT1 restored miR_? mediated ferroptosis suppression."
"Ferroptosis","BECN1","beclin 1","ENSG00000126581.13","protein_coding",30057310,"Knockdown inhibits ferroptosis. Overexpression increases ferroptotic cancer cell death."
"Ferroptosis","PRKAA2","protein kinase AMP-activated catalytic subunit alpha 2","ENSG00000162409.12","protein_coding",30057310,"Inhibition of PRKAA/AMPKalpha diminishes ferroptosis."
"Ferroptosis","PRKAA1","protein kinase AMP-activated catalytic subunit alpha 1","ENSG00000132356.12","protein_coding",30057310,"Inhibition of PRKAA/AMPKalpha diminishes ferroptosis."
"Ferroptosis","ELAVL1","ELAV like RNA binding protein 1","ENSG00000066044.15","protein_coding",30081711,"ELAVL1 siRNA led to ferroptosis resistance, whereas ELAVL1 plasmid contributed to classical ferroptotic events."
"Ferroptosis","BAP1","BRCA1 associated protein 1","ENSG00000163930.10","protein_coding",30202049,"Suppresses SLC7A11-mediated cystine uptake and promotes ferroptosis. BAP1 mutants lose their abilities to repress SLC7A11 and to promote ferroptosis."
"Ferroptosis","TP53","tumor protein p53","ENSG00000141510.18","protein_coding",30321484,"Facilitates ART-induced ferroptosis. Conversely, knockdown of P53 blocked ART-induced ferroptosis."
"Ferroptosis","ABCC1","ATP binding cassette subfamily C member 1","ENSG00000103222.20","protein_coding",30726737,"Accelerates ferroptosis. Disruption of MRP1 inhibited ferroptosis potently."
"Ferroptosis","ACSL4","acyl-CoA synthetase long chain family member 4","ENSG00000068366.21","protein_coding",30737476,"Inhibition suppresses ferroptosis."
"Ferroptosis","MIR6852","microRNA 6852","ENSG00000284195.1","miRNA",30787392,"Promotes ferroptosis. Binds to LINC0033 and serves as a negative upstream regulator of CBS-mediated ferroptosis inhibition."
"Ferroptosis","ACVR1B","activin A receptor type 1B","ENSG00000135503.13","protein_coding",30804470,"Inhibition attenuated erastin-induced ferroptosis."
"Ferroptosis","TGFBR1","transforming growth factor beta receptor 1","ENSG00000106799.14","protein_coding",30804470,"Inhibition attenuated erastin-induced ferroptosis."
"Ferroptosis","BAP1","BRCA1 associated protein 1","ENSG00000163930.10","protein_coding",30907299,"Promotes ferroptosis induced by class I ferroptosis inducer."
"Ferroptosis","EPAS1","endothelial PAS domain protein 1","ENSG00000116016.14","protein_coding",30962421,"A driver of ferroptosis susceptibility. Ablation reduced susceptibility to ferroptosis."
"Ferroptosis","HILPDA","hypoxia inducible lipid droplet associated","ENSG00000135245.10","protein_coding",30962421,"Promotes ferroptosis sensitivity downstream of HIF-2alpha."
"Ferroptosis","HIF1A","hypoxia inducible factor 1 subunit alpha","ENSG00000100644.17","protein_coding",30962421,"Re-sensitized HIF-2alpha-null cells to ferroptosis.  Induce ferroptosis sensitivity in cancer cells."
"Ferroptosis","ALOX12","arachidonate 12-lipoxygenase, 12S type","ENSG00000108839.12","protein_coding",30962574,"An essential factor of p53-dependent ferroptosis. Loss of one Alox12 allele is sufficient to abrogate p53-mediated ferroptosis."
"Ferroptosis","ACSL4","acyl-CoA synthetase long chain family member 4","ENSG00000068366.21","protein_coding",30962574,"Required for ferroptosis induced by erastin. ACSL4-null cells are resistant to ferroptosis induced by either erastin."
"Ferroptosis","HMOX1","heme oxygenase 1","ENSG00000100292.18","protein_coding",31036877,"Enhances the ferroptotic process in PRDX6-silenced cells by promoting cellular accumulation of ferrous ions. Overexpression increases both erastin and RSL-3-induced lipid ROS."
"Ferroptosis","IFNG","interferon gamma","ENSG00000111537.5","protein_coding",31043744,"Interferon gamma released from CD8+ T cells downregulates the expression of SLC3A2 and SLC7A11, and as a consequence, promotes tumour cell lipid peroxidation and ferroptosis."
"Ferroptosis","ANO6","anoctamin 6","ENSG00000177119.17","protein_coding",31060306,"Essential for ferroptosis. Inhibition blocked ferroptotic cell death induced by RSL3/erastin."
"Ferroptosis","LPIN1","lipin 1","ENSG00000134324.12","protein_coding",31061954,"Overexpression of adipose lipin_? in mice facilitated the onset of hepatic ferroptosis."
"Ferroptosis","HMGB1","high mobility group box 1","ENSG00000189403.15","protein_coding",31105999,"Required for erastin-induced ferroptosis. Knockdown of HMGB1 decreased erastin-induced cell death."
"Ferroptosis","TNFAIP3","TNF alpha induced protein 3","ENSG00000118503.17","protein_coding",31160087,"Overexpression increased ROS generation and enhanced erastin-induced ferroptosis, whereas knockdown inhibited erastin-induced ferroptosis."
"Ferroptosis","TLR4","toll like receptor 4","ENSG00000136869.16","protein_coding",31196626,"Knockdown inhibited ferroptosis."
"Ferroptosis","NOX4","NADPH oxidase 4","ENSG00000086991.13","protein_coding",31196626,"Knockdown inhibited ferroptosis."
"Ferroptosis","ATF3","activating transcription factor 3","ENSG00000162772.17","protein_coding",31273299,"Promotes ferroptosis induced by erastin."
"Ferroptosis","ATM","ATM serine/threonine kinase","ENSG00000149311.20","protein_coding",31320750,"Essential for ferroptosis. Genetic knockdown and chemical inhibition of ATM both suppress ferroptotic cell death."
"Ferroptosis","YY1AP1","YY1 associated protein 1","ENSG00000163374.20","protein_coding",31341276,"Makes cells more sensitive to ferroptosis. Cells lacking YAP were no longer sensitised to ferroptosis."
"Ferroptosis","EGLN2","egl-9 family hypoxia inducible factor 2","ENSG00000269858.6","protein_coding",31355331,"Inhibiting EGLN2 activation diminished ferroptotic tumor cell death."
"Ferroptosis","MIOX","myo-inositol oxygenase","ENSG00000100253.13","protein_coding",31437128,"Overexpression exacerbates cell death, knockdown inhibits ferroptosis."
"Ferroptosis","TAFAZZIN","tafazzin, phospholipid-lysophospholipid transacylase","ENSG00000102125.17","protein_coding",31484063,"TAZ removal confers ferroptosis resistance, whereas overexpression of TAZS89A sensitizes cells to ferroptosis."
"Ferroptosis","MTDH","metadherin","ENSG00000147649.10","protein_coding",31527591,"Can enhance sensitivity to inducers of ferroptosis. Enhances the vulnerability of cancer cells to ferroptosis."
"Ferroptosis","IDH1","isocitrate dehydrogenase (NADP(+)) 1","ENSG00000138413.14","protein_coding",31591388,"Deletion of the mutant IDH1 allele or pharmacological inhibition of mutant IDH1 confers resistance to erastin-induced ferroptosis. Ectopic expression of mutant IDH1 promotes ferroptosis."
"Ferroptosis","SIRT1","sirtuin 1","ENSG00000096717.12","protein_coding",31610175,"Knockout partially mitigates ferroptosis."
"Ferroptosis","TAFAZZIN","tafazzin, phospholipid-lysophospholipid transacylase","ENSG00000102125.17","protein_coding",31641008,"TAZ removal confers ferroptosis resistance, while TAZS89A overexpression sensitizes cells to ferroptosis."
"Ferroptosis","BECN1","beclin 1","ENSG00000126581.13","protein_coding",31650158,"Overexpression aggravated isoflurane-induced cell damage by upregulating ferroptosis. This phenomenon was significantly attenuated by silencing of Beclin1."
"Ferroptosis","FBXW7","F-box and WD repeat domain containing 7","ENSG00000109670.17","protein_coding",31679460,"FBXW7 plasmid induces ferroptosis."
"Ferroptosis","PANX1","pannexin 1","ENSG00000110218.9","protein_coding",31694915,"Deletion protects against ferroptotic cell death. Silenced Panx1 expression significantly attenuated ferroptotic lipid peroxidation and iron accumulation induced by the ferroptosis inducer erastin."
"Ferroptosis","DNAJB6","DnaJ heat shock protein family (Hsp40) member B6","ENSG00000105993.15","protein_coding",31701262,"Promotes ferroptosis in esophageal squamous cell carcinoma."
"Ferroptosis","BACH1","BTB domain and CNC homolog 1","ENSG00000156273.16","protein_coding",31740582,"Promotes ferroptosis by repressing the transcription of a subset of the erastin-induced protective genes."
