"deathtype","gene","description","gene_id","gene_biotype","pmid","comment"
"Apoptosis","ARL6IP5","ADP ribosylation factor like GTPase 6 interacting protein 5","ENSG00000144746.7","protein_coding",35293383,"ARL6IP5 is related to apoptosis by playing a role in activating embryonic apoptotic protease-8,9 and mediating intrinsic and extrinsic mitochondrial-dependent apoptotic pathways.In esophageal and breast carcinoma cells,ARL6IP5 inhibits apoptosis via the MAPK signaling pathway.Additionally,ARL6IP5 can mediate apoptosis by participating in intracellular calcium regulation or regulating protein synthesis on ER membranes."
"Apoptosis","ARMC10","armadillo repeat containing 10","ENSG00000170632.14","protein_coding",30631047,"Mitochondrial fission leads to apoptosis, whereas mitochondrial fusion is antiapoptotic. Accordingly, the study compared the growth of different cell lines after glucose starvation, and found that only cells expressing WT ARMC10 exhibited robust growth, while the cell death rate of ARMC10-KO cells was similar to that of AMPK¦Á1/¦Á2-DKO cells."
"Apoptosis","ARRB2","arrestin beta 2","ENSG00000141480.18","protein_coding",33989759,"ARRB2 is an adapter protein of GPR54 and has an important regulatory role in the downstream signaling pathway of GPR54.The study found that Kisspeptin-54 treatment increased the expression of GPR54 and ARRB2,promoted protein-protein interaction between GPR54 and ARRB2,which further activated the downstream PI3K/AKT/GSK3¦Â signaling pathway in cells to alleviate oxidative stress and neuronal apoptosis."
"Apoptosis","ASAH2","N-acylsphingosine amidohydrolase 2","ENSG00000188611.17","protein_coding",34360617,"Under the action of hormone disruptors, the expression of ASAH2 will decrease, leading to the accumulation of ceramide in skin cells, which can cause skin inflammation and cell apoptosis"
"Apoptosis","ATF3","activating transcription factor 3","ENSG00000162772.17","protein_coding",31642559,"Withaferin A induces intrinsic apoptosis and G2/M arrest via the ATF4-ATF3-CHOP pathway. Knockdown of ATF3 in U251 cells reduced WA-induced cell apoptosis and cell cycle arrest."
"Apoptosis","ATF4","activating transcription factor 4","ENSG00000128272.18","protein_coding",31642559,"Withaferin A (WA) inhibits the growth of glioblastoma multiforme (GBM) by inducing intrinsic apoptosis and arresting the cell cycle at the G2/M stage through the ATF4-ATF3-CHOP axis-induced endoplasmic reticulum stress.WA exhibits significant growth inhibitory effects against GBM cells by inducing ATF4-ATF3-CHOP axis-triggered apoptosis and cell cycle arrest."
"Apoptosis","ATM","ATM serine/threonine kinase","ENSG00000149311.20","protein_coding",10454555,"ATM,as a downstream target during apoptosis,can regulate the process by being degraded by proteases.When cells are induced to undergo programmed cell death,ATM is specifically cleaved,generating a kinase-inactive protein that affects DNA repair and damage signalling.The specific cleavage can depend on caspases."
"Apoptosis","ATP2A1","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 1","ENSG00000196296.14","protein_coding",28747251,"ATP2A1 (SERCA2) is identified as one of the chief regulators of intracellular calcium concentration,and its misregulation has been linked to apoptosis.ATP2A1 plays an important role in controlling apoptosis and cell survival by regulating calcium concentration through the modulation of endoplasmic reticulum calcium pumps."
"Apoptosis","ATP2A3","ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 3","ENSG00000074370.18","protein_coding",28150875,"In MCF-7 and MDA-MB-231 breast cancer cell lines,resveratrol induces the expression of ATP2A3 gene,leading to an increase in the expression of SERCA3 gene,which changes the cytosolic calcium ion levels and the capacity for calcium release by the endoplasmic reticulum.These changes promote the occurrence of apoptosis in breast cancer cells."
"Apoptosis","ATP5IF1","ATP synthase inhibitory factor subunit 1","ENSG00000130770.18","protein_coding",36690622,"In HeLa cancer cells, the binding of ATP5IF1 to the OSCP subunit of the mitochondrial ATP synthase can protect tumor cells from PTP-related apoptosis. This interaction is observed under normal conditions and may affect cell survival by regulating the interaction between PTP and ATP synthase subunits."
"Apoptosis","AVP","arginine vasopressin","ENSG00000101200.5","protein_coding",30677238,"Endoplasmic reticulum stress induces apoptosis of AVP neurons through the PI3K/Akt and ERK signaling pathways,leading to the exacerbation of central diabetes insipidus."
"Apoptosis","BAD","BCL2 associated agonist of cell death","ENSG00000002330.14","protein_coding",18181022,"BAD is related to apoptosis by undergoing dephosphorylation and translocating to the outer membrane of mitochondria after receiving apoptotic stimuli. This then disrupts the Bcl-xL/Bax complex, causing the release of Bax and the formation of transmembrane pores, leading to the loss of mitochondrial membrane potential and the release of apoptosis-related factors such as cytochrome C and AIF from the mitochondria, ultimately inducing cell apoptosis."
"Apoptosis","BAG3","BAG cochaperone 3","ENSG00000151929.10","protein_coding",34396980,"BAG3 is related to apoptosis by inhibiting it in the heart and some cancers by binding to Bcl2,and protein-protein interactions may play a role in the process.In cancer cells,inhibition of BAG3 reduces the level of anti-apoptotic protein Bcl-xL,promoting apoptosis."
"Apoptosis","BAG5","BAG cochaperone 5","ENSG00000166170.12","protein_coding",23448667,"BAG5 is related to apoptosis by exerting an anti-apoptotic function through suppressing PERK-eIF2-ATF4 activity while enhancing the IRE1-Xbp1 axis to reduce sensitivity to apoptosis,thus inhibiting ER-stress induced apoptosis."
"Apoptosis","BAG6","BAG cochaperone 6","ENSG00000204463.14","protein_coding",23723067,"BAG6 also plays a crucial role in DNA damage-induced and endoplasmic reticulum stress-induced apoptosis.BAG6 plays a critical role in DNA damage-induced cell death in conjunction with ATM/ATR by being phosphorylated."
"Apoptosis","BAK1","BCL2 antagonist/killer 1","ENSG00000030110.14","protein_coding",17235284,"BAK1 and BAX are key proapoptotic proteins in apoptosis induced by Neisseria gonorrhoeae (Ngo) infection and DNA damage.BAK1 is required for cytochrome c release from mitochondria,while BAX is required for activating effector caspases during Ngo infection.Moreover,BAK1 and BAX are activated sequentially,with BAK1 activation preceding BAX activation for Ngo-induced apoptosis.This reveals the differences between different stimuli-induced apoptotic pathways as well as the irreplaceable role of BAK1 and BAX in apoptosis."
"Apoptosis","BAX","BCL2 associated X, apoptosis regulator","ENSG00000087088.21","protein_coding",17235284,"BAK1 and BAX are key proapoptotic proteins in apoptosis induced by Neisseria gonorrhoeae (Ngo) infection and DNA damage.BAK1 is required for cytochrome c release from mitochondria,while BAX is required for activating effector caspases during Ngo infection.Moreover,BAK1 and BAX are activated sequentially,with BAK1 activation preceding BAX activation for Ngo-induced apoptosis.This reveals the differences between different stimuli-induced apoptotic pathways as well as the irreplaceable role of BAK1 and BAX in apoptosis."
"Apoptosis","BBC3","BCL2 binding component 3","ENSG00000105327.18","protein_coding",27464000,"BBC3 is one of the most common apoptosis inducers among the BCL2-homology 3 (BH3)-only subgroup of BCL2 family members.BBC3 directly activates the mitochondria by binding to all 5 known anti-apoptotic BCL2 family members,resulting in mitochondrial dysfunction and cell apoptosis.In methamphetamine abuse,the expression of BBC3 is closely related to cell apoptosis."
"Apoptosis","BCAP31","B cell receptor associated protein 31","ENSG00000185825.17","protein_coding",28068922,"BCAP31 is one of the potential biomarkers for spermatogenesis and apoptosis.The expression of BCAP31 is different under two different feeding treatments.BCAP31 is an important anti-apoptotic antibody."
"Apoptosis","BCL10","BCL10 immune signaling adaptor","ENSG00000142867.14","protein_coding",11466612,"BCL10 regulates apoptosis signaling by interacting with TNF receptor associated factor-2 (TRAF2) and inhibitors of apoptosis proteins (cIAPs).The binding of BCL10 to TRAF2 and cIAPs is regulated by phosphorylation of BCL10,and phosphorylation of BCL10 results in binding of BCL10 to cIAPs and the dissociation of it from TRAF2,promoting apoptosis."
"Apoptosis","BCL2","BCL2 apoptosis regulator","ENSG00000171791.14","protein_coding",35409052,"The BCL2 family is a highly conserved family that controls intrinsic apoptosis by regulating mitochondrial outer membrane integrity.In higher organisms,the BCL2 family regulates intrinsic apoptosis by controlling the integrity of the mitochondrial outer membrane,a function that is estimated to have originated in basal metazoans."
"Apoptosis","BCL2A1","BCL2 related protein A1","ENSG00000140379.9","protein_coding",30042493,"BCL2A1 is a member of the BCL-2 family of proteins that contributes to chemoresistance in certain types of tumors.It is believed to be a major factor of chemoresistance in B-cell chronic lymphocytic leukemia and melanoma.Many malignant tumors exhibit anti-apoptotic and drug-resistance effects by regulating BCL2A1 expression."
"Apoptosis","BCL2L1","BCL2 like 1","ENSG00000171552.14","protein_coding",35216310,"BCL2L1 regulates the permeability of the mitochondrial membrane and the release of cytochrome C,which then participates in apoptosis.In cancer,BCL2L1 is overexpressed and has been associated with invasive capacity,metastasis,stemness,and chemotherapy resistance."
"Apoptosis","BCL2L10","BCL2 like 10","ENSG00000137875.4","protein_coding",21171085,"The authors observed significant correlations between the lower expression of BCL2L10 and the hypermethylation of the BCL2L10 gene promoter in gastric carcinoma tissues. Through overexpression and silencing of the BCL2L10 gene, the authors found that BCL2L10 can induce apoptosis in gastric cancer cells via the mitochondrial pathway and may accelerate cell proliferation through the PI3K-Akt signaling pathway."
"Apoptosis","BCL2L11","BCL2 like 11","ENSG00000153094.24","protein_coding",26758252,"BCL2L11 is a protein of the BCL-2 family which can regulate the intrinsic apoptotic pathway within mitochondria and mediate cell apoptosis.Knocking out the BCL2L11 gene using siRNA can significantly reduce cell apoptosis and promote cell growth."
"Apoptosis","BCL2L12","BCL2 like 12","ENSG00000126453.11","protein_coding",16647810,"BCL2L12 is classified as a member of the BCL2 family and is a gene that mediates the process of apoptosis.The expression changes of BCL2L12 in response to chemotherapeutic drug.The expression level of BCL2L12 is associated with BCL2, Bcl-2 family,and ER-positive patients."
"Apoptosis","BCL2L14","BCL2 like 14","ENSG00000121380.12","protein_coding",15958553,"BCL2L14 is closely related to apoptosis as a pro-apoptotic gene regulated by p53.P53 interacts with BCL2L14, regulates the MAP4K4 gene and JNK pathway, which are involved in regulating cell signaling pathways."
"Apoptosis","BCL2L2","BCL2 like 2","ENSG00000129473.11","protein_coding",30733267,"BCL2L2 can play a role in controlling MK cell apoptosis.BCL2L2 can reduce MK apoptosis,increase the number of CD41a+ LLG MK cells,and increase the formation of proplatelets by 58%.This suggests that BCL2L2 can promote proplatelet formation and MK numbers,potentially becoming a novel target for improving MK and platelet yields in in vitro culture systems."
"Apoptosis","BCL3","BCL3 transcription coactivator","ENSG00000069399.15","protein_coding",34853447,"BCL3 promotes TNF-induced apoptosis in hepatocytes by regulating the deubiquitination of RIP1 and synergistically facilitating the formation of death-inducing Complex II.BCL3-depleted cells showed decreased sensitivity to TNF-induced apoptosis when stimulated with TNF/CHX.BCL3 deficiency protected both mice and in vitro hepatic cells from TNF-induced apoptosis."
"Apoptosis","BCLAF1","BCL2 associated transcription factor 1","ENSG00000029363.17","protein_coding",34693625,"BCLAF1 enhances NF-jB downstream of TNF activation by binding to its p50 subunit,thereby promoting the transcription of c-FLIP to inhibit the activation of caspase 8 and protecting cells from TNF-induced apoptosis."
"Apoptosis","BDKRB2","bradykinin receptor B2","ENSG00000168398.7","protein_coding",16571598,"BdkrB2 disruption and gestational salt stress induce fulminant metanephric apoptosis via a p53-Bax-dependent pathway.Inactivation of BdkrB2 makes mice more susceptible to renal dysplasia through p53 activation.Inactivation of BdkrB2 predisposes the salt-stressed embryo to p53-mediated metanephric apoptosis.germline deletion of p53 prevented Bax activation and normalized the apoptosis index."
"Apoptosis","BDNF","brain derived neurotrophic factor","ENSG00000176697.20","protein_coding",28273832,"BDNF can exert neuroprotective effects by inhibiting apoptosis.BDNF can protect cortical neurons from apoptosis and reduce protein damage caused by oxidative stress."
"Apoptosis","BECN1","beclin 1","ENSG00000126581.13","protein_coding",33931087,"BECN1 nucleation can promote autophagy and thus reduce apoptosis,while the binding protein of BECN1, Bcl-XL,can inhibit autophagy and ZBTB28-induced degradation of Bcl-XL can promote autophagy and apoptosis."
"Apoptosis","BID","BH3 interacting domain death agonist","ENSG00000015475.19","protein_coding",19380821,"BID is involved in apoptosis and controls the number of eosinophils.It affects the concentration of eosinophils in allergic airway reactions.Deficiency of BID increases apoptotic death of eosinophils, resulting in the resolution of pulmonary Th2-driven allergic reactions."
"Apoptosis","BIK","BCL2 interacting killer","ENSG00000100290.3","protein_coding",32528057,"BIK induces a type of failed apoptosis leading to the survival of some cancer cells,which acquire aggressive phenotypes characterized by cancer stem-like cells,increased motility,and clonogenic survival."
"Apoptosis","BIRC6","baculoviral IAP repeat containing 6","ENSG00000115760.16","protein_coding",36758105,"BIRC6 is a protein that inhibits apoptosis by binding to apoptotic proteases and preventing them from being activated.BIRC6 also has E3 ubiquitin ligase activity and promotes the ubiquitination of target proteins to further protect cells from the effects of apoptosis."
"Apoptosis","BLOC1S2","biogenesis of lysosomal organelles complex 1 subunit 2","ENSG00000196072.12","protein_coding",18188704,"BLOC1S2 can interact with the HIPPI protein and sensitize glioblastoma cells to apoptosis.The protein is widely expressed in normal tissue and malignant tumors,with lower expression levels in certain subtypes of tumors,and co-localizes with mitochondria.BLOC1S2 plays a role in death receptor-induced and mitochondrial apoptosis,facilitating caspase activation,cytochrome c release,and disruption of the mitochondrial membrane potential."
"Apoptosis","BMF","Bcl2 modifying factor","ENSG00000104081.14","protein_coding",16697956,"BMF is a member of the BCL-2 protein family and is involved in regulating cell apoptosis.BMF is a BH3-only protein that can bind and antagonize anti-apoptotic proteins.BMF can induce mitochondrial outer membrane permeabilization and activate BAX and BAK proteins,triggering programmed cell death."
"Apoptosis","BMP4","bone morphogenetic protein 4","ENSG00000125378.16","protein_coding",33060561,"In a model of fetal malformation in diabetes,BMP4 transgenic expression can prevent maternal diabetes-induced neuroepithelial cell apoptosis and alleviate neural tube defects.Diabetes can reduce BMP4 expression,leading to apoptosis and embryonic vasculopathy.BMP4 Tg Expression can inhibit diabetes-induced neuroepithelial cell apoptosis."
"Apoptosis","BMP5","bone morphogenetic protein 5","ENSG00000112175.8","protein_coding",33744859,"BMP5 promotes chondrocyte apoptosis, and its expression is significantly increased in knee articular cartilage tissues of osteoarthritis patients and DMM model mice. BMP5 inhibits cell apoptosis and senescence by activating p38 and ERK MAP kinases, thereby promoting the progression of osteoarthritis."
"Apoptosis","BMPR1B","bone morphogenetic protein receptor type 1B","ENSG00000138696.11","protein_coding",29113831,"In young IVF patients, BMPR1B and FSH receptor density are both inversely proportional to the level of granulosa cell apoptosis during the course of follicular development.The reduction in apoptosis in older patients is associated with a compromised level of BMPR1B at the time of dominant follicle selection (10mm),while low levels of apoptosis in the largest follicles (23mm and above) are associated with the lack of down-regulation of BMPR1B,FSH receptor,and LH receptor combined."
"Apoptosis","BNIP3","BCL2 interacting protein 3","ENSG00000176171.12","protein_coding",33345685,"BNIP3 promotes cell death in tumor and cardiac disease through the induction of apoptosis,which aggravates the progression of tumor and cardiac ischemia-reperfusion injury.The number of apoptotic cells in the renal cortex of bnip3_/_ CI-AKI mice and iohexol-treated BNIP3 knockdown HK-2 cells was significantly higher than that in the WT groups.Treatment with MCC950 or roxadustat mitigated iohexol-induced apoptosis and renal injury through the activation of BNIP3-mediated mitophagy."
"Apoptosis","BNIP3L","BCL2 interacting protein 3 like","ENSG00000104765.16","protein_coding",28796263,"As a member of the BCL2 family,BNIP3L interacts with the E1B 19 kDa protein to regulate cell death as an apoptosis protector.As a functional homolog of BNIP3,BNIP3L may have a role in tumor suppression."
"Apoptosis","BOK","BCL2 family apoptosis regulator BOK","ENSG00000176720.6","protein_coding",33093207,"BOK is shown to play a role in apoptosis and is located in various intracellular membranes such as the mitochondrial outer membrane,endoplasmic reticulum,and Golgi membrane.The study found that BOK's transmembrane domain (TMD) forms stable oligomers and hetero-oligomerizes with MCL-1's TMD. MCL-1 can then tether BOK to the mitochondrial membrane through TMD interactions,thereby regulating the cell death pathway induced by BOK."
"Apoptosis","BRCA1","BRCA1 DNA repair associated","ENSG00000012048.24","protein_coding",22190288,"BRCA1 regulates sensitivity to microtubule poisons when generating stress response.Studies have shown that cells with low BRCA1 expression are more resistant to vinorelbine-induced apoptosis."
"Apoptosis","BRCA2","BRCA2 DNA repair associated","ENSG00000139618.18","protein_coding",20421506,"The C-terminal oligonucleotide/oligosaccharide-binding-fold domains of BRCA2 interact with p53 and that overexpression of BRCA2 may suppress p53-mediated apoptosis."
"Apoptosis","BRSK2","BR serine/threonine kinase 2","ENSG00000174672.16","protein_coding",37183696,"BRSK2 is involved in insulin resistance and intrinsic apoptotic pathways,and insulin can activate BRSK2's AMPK family members and molecular signaling pathways involved in cell apoptosis that interact with YWHAG.Under the condition of autoimmune thyroiditis (AIT),the dysfunction of the endoplasmic reticulum leads to endoplasmic reticulum stress and intrinsic apoptosis.When the expression of BRSK2 is downregulated,the expression of CHOP and caspase-3 is upregulated,thereby eventually enhancing endoplasmic reticulum stress-mediated intrinsic apoptosis."
"Apoptosis","BTK","Bruton tyrosine kinase","ENSG00000010671.18","protein_coding",34799428,"BTK plays an important role in the development and survival of B cells.Through the Akt pathway,Btk upregulates the anti-apoptotic protein Bcl-xl,supports the anti-apoptotic of mature autoreactive B cells, and promotes their proliferation.However,when Btk is deleted, mature autoreactive B cells are unable to maintain their survival and are easily induced apoptosis due to the abnormal signal transduction of BCR without the support of Bcl-xl."
"Apoptosis","CAAP1","caspase activity and apoptosis inhibitor 1","ENSG00000120159.13","protein_coding",32315812,"CAAP1 is a negative regulator of the intrinsic apoptosis pathway and can modulate caspase expression and activity,thus inhibiting apoptosis levels in gastric cancer cells."
"Apoptosis","CASP1","caspase 1","ENSG00000137752.25","protein_coding",31723262,"Caspase-1 was found in the intestines of MLKL-deficient mice during the embryonic period of Casp8C362A/C362AMlkl_/_ mice.Meanwhile,the Caspase-1-dependent cleavage of GSDMD, Caspase-3,and Caspase-7 were detected in the tissues.The study showed that Caspase-1 and its adaptor ASC contribute to perinatal lethality."
"Apoptosis","CASP10","caspase 10","ENSG00000003400.16","protein_coding",31309545,"CASP10 is a key enzyme in the apoptosis signaling pathway and acts as an activator of CASP8 in the process of apoptosis.Mutations in CASP10 have been shown to cause apoptosis impairment,resulting in immune disorders."
"Apoptosis","CASP12","caspase 12 (gene/pseudogene)","ENSG00000204403.11","transcribed_pseudogene",26801321,"CASP12 is a signaling molecule associated with endoplasmic reticulum stress (ERS) pathway and can mediate ERS-induced apoptosis by activating CASP3.CASP12 inhibitor (Z-ATAD-fmk) pretreatment can partially suppress the apoptosis of stretched cells."
"Apoptosis","CASP12","caspase 12 (gene/pseudogene)","ENSG00000204403.11","protein_coding",26801321,"CASP12 is a signaling molecule associated with endoplasmic reticulum stress (ERS) pathway and can mediate ERS-induced apoptosis by activating CASP3.CASP12 inhibitor (Z-ATAD-fmk) pretreatment can partially suppress the apoptosis of stretched cells."
"Apoptosis","CASP2","caspase 2","ENSG00000106144.20","protein_coding",20158568,"CASP2 is a cysteine protease that belongs to both the initiator caspase and executioner caspase groups, but its substrate specificity is more similar to executioner caspases.CASP2 may indirectly activate executioner caspases by inducing mitochondrial outer membrane permeabilization (MOMP),thus mediating programmed cell death."
"Apoptosis","CASP3","caspase 3","ENSG00000164305.20","protein_coding",35551578,"CASP3 plays an important role in the execution of programmed cell death in response to specific intrinsic or extrinsic inducers, and is therefore closely related to apoptosis."
"Apoptosis","CASP5","caspase 5","ENSG00000137757.11","protein_coding",23545416,"CASP5 is an executioner caspase that is involved in apoptosis.It was found to be associated with cholesterol-induced inflammatory demise of aortic valve fibroblasts and prostate cell apoptosis,both of which are caused by overexpression of Caspase 5.Caspase 5 has been found to play a role in regulating cell survival and death through calcium regulation of the cell membrane."
"Apoptosis","CASP8","caspase 8","ENSG00000064012.24","protein_coding",31723262,"CASP8 is a protease with both pro-death and pro-survival functions.It mediates apoptosis induced by death receptors such as TNFR11,and suppresses necroptosis mediated by the kinase RIPK3 and the pseudokinase MLKL.Mice that lack caspase-8 display MLKL-dependent embryonic lethality. Casp8C362A/C362AMlkl_/_ mice die during the perinatal period."
"Apoptosis","CASP8AP2","caspase 8 associated protein 2","ENSG00000118412.13","protein_coding",16627760,"High expression of CASP8AP2 increases the propensity of leukemic lymphoblasts to undergo apoptosis,while low expression of CASP8AP2 is associated with lower event-free survival and higher leukemia relapse rate."
"Apoptosis","CASP9","caspase 9","ENSG00000132906.18","protein_coding",10687948,"CASP9 plays a crucial role in apoptosis during normal development of the central nervous system and early embryonic development. Apoptotic stimuli trigger the release of cytochrome c from mitochondria, which then binds to Apaf-1 leading to the activation of CASP9 and the cleavage of downstream caspases."
"Apoptosis","CAV1","caveolin 1","ENSG00000105974.13","protein_coding",32273493,"The deficiency of CAV1 leads to an increase in apoptosis rates of endothelial cells (ECs) and affects the activation of apoptosis-related signaling pathways, thereby affecting the radio-sensitivity of adjacent prostate cancer cells."
"Apoptosis","CCAR2","cell cycle and apoptosis regulator 2","ENSG00000158941.17","protein_coding",35672287,"CCAR2 is a multifaceted protein regulating cell survival and death following cytotoxic stress.In terms of apoptosis regulation,CCAR2 contributes to cell survival by inhibiting p53 transcription factor through negative regulation of SIRT1,as well as to cell death by promoting the release of cytochrome c by modulating outer mitochondrial membrane permeabilization via binding Bim protein."
"Apoptosis","CCK","cholecystokinin","ENSG00000187094.12","protein_coding",34740874,"CCK can reduce cytokine-mediated apoptosis in beta-cell lines and in isolated mouse and human islets, providing a protective effect for beta-cells."
"Apoptosis","CD14","CD14 molecule","ENSG00000170458.15","protein_coding",14634291,"CD14 acts as a important receptor for macrophages to recognize and engulf apoptotic cells.CD14-dependent uptake of apoptotic cells is a non-inflammatory process,which is distinct from LPS clearance. In addition to apoptotic cell clearance,CD14 may also regulate cell apoptosis in monocytes and endothelial cells.CD14 plays a crucial role in non-inflammatory processes during apoptosis to ensure safe clearance of apoptotic cells."
"Apoptosis","CD24","CD24 molecule","ENSG00000272398.6","protein_coding",11313396,"CD24 mediates intracellular signaling in BL cells via the glycolipid-enriched membrane (GEM) domains or rafts,leading to the activation of Src family protein tyrosine kinases (PTKs) that induce apoptosis."
"Apoptosis","CD27","CD27 molecule","ENSG00000139193.4","protein_coding",12324477,"After recognition of particular antigens by the B cell receptor, cells initiate the mitochondrial-mediated apoptotic pathway, CD27 and CD40 signals can inhibit p53-independent apoptotic pathways induced by BCR ligation but only weakly regulate p53-mediated apoptotic pathways."
